Unnamed: 0,mol_id,STRIPES,pKi,smiles,can_smiles
119,125,C(e).[BC(e)].B.B.B.B.[BC(t)].C(e).-.C(t).[BC(t)];[BC(e)].C(e).B.B.B.B.[BC(t)].[BC(e)].B.[BC(t)].[BC(t)];-.-.B.B.B.B.-.B.-.B.B;[BC(t)].C(e).B.B.B.B.[BC(t)].[BC(e)].B.[BC(e)].[BC(e)];C(t).C(e).B.B.B.B.[BC(t)].C(e).-.[BC(e)].C(e);-.B.B.B.B.-.B.B.B.B.B;[C(e)H(a1)].[C(e)H(a2)].-.-.C(e).-.[C(t)H(a3)].[C(e)H(a3)].-.[C(t)H(a2)].[C(e)H(a1)];-.B.-.-.-.-.-.B.-.-.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.-.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.B.B.B.B.B.-.-;-.B.-.-.-.-.B.-.-.-.B;-.B.B.-.-.-.-.B.-.B.B;B.-.B.-.-.-.-.B.B.B.B;-.-.-.-.-.-.-.H(d2).H(d2).H(d1).-;B.-.B.-.B.-.B.B.-.B.B;H(d2).H(d2).-.H(d2).-.-.-.-.H(d1).-.-;B.B.B.-.-.-.B.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5.800000874803203,OCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,OCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
120,126,B.C(p).C(p).[BC(t)].[BC(e)].-.[BC(e)].[BC(t)].C(e).-.-;B.C(p).C(p).C(t).[BC(e)].-.C(e).C(t).[BC(e)].-.-;-.[C(p)S(-)].[C(p)H(a2)S(-)].[C(t)H(a2)S(-)].[C(e)S(-)].-.[C(e)H(a3)S(-)].[C(t)H(a1)S(-)].[C(e)H(a1)S(-)].-.-;B.[BC(p)].[BC(p)].C(t).[BC(e)].B.C(t).C(e).C(e).-.-;-.[BC(p)].C(p).[BC(t)].[BC(e)].B.[BC(t)].C(e).C(e).-.-;-.[BC(p)].[BC(p)].[BC(t)].[BC(e)].B.[BC(e)].[BC(t)].C(e).-.-;B.-.-.-.B.B.B.-.-.B.-;-.-.-.-.-.B.B.-.-.B.-;-.B.B.-.B.-.B.B.-.-.B;B.B.B.B.B.B.B.B.B.-.B;B.B.B.B.B.B.B.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.B.B.-.B.B.-.B.B.B.B;B.B.B.-.B.-.B.-.-.B.B;B.B.-.B.-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.-.-;P(f).-.-.-.-.-.-.-.-.-.-;[BP(f)].-.-.-.-.-.-.-.-.B.-;[BP(f)].-.-.-.-.-.-.C(p).-.-.-;[BP(f)].-.B.-.-.-.-.C(p).-.-.-;[BP(f)].B.B.-.-.-.-.C(p).-.-.-;[BP(f)].B.B.B.-.-.-.C(p).-.-.-;[BP(f)].-.B.B.-.-.-.C(p).-.-.-;[BP(f)].-.B.B.-.-.-.C(p).-.-.-;[BP(f)].-.B.-.-.-.-.C(p).-.-.-;-.B.-.B.-.-.-.B.-.-.B;[H(a1)H(d3)S(-)].[C(p)H(a3)S(-)].[C(p)H(a2)S(-)].H(d1).H(d1).H(d2).H(d2).[H(a3)H(d2)].H(d3).H(d2).H(d3);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5.100000128334196,Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21,Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21
121,127,B.B.-.-.B.-.-.B.B.B.-;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.-.-.B.B.B.B.-;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.-.-.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.-.B.B.B.-.-.-;-.B.B.B.-.B.-.-.-.B.-;B.B.B.B.B.B.-.B.B.B.B;-.-.B.[BP(o)].-.B.P(t).B.B.P(t).-;-.-.-.[BP(o)].B.-.[BP(t)].-.-.[BP(t)].B;-.B.-.[BP(o)].-.B.[BP(t)].B.B.[BP(t)].B;B.B.-.[BP(t)].-.B.[BP(t)].B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.B.B.B.B.B.B.-.B;B.-.B.B.B.B.B.B.-.-.-;B.-.-.B.-.B.-.-.-.B.-;B.-.B.-.B.-.-.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5.59999938302362,CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12,CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12
122,128,C(e).[BC(t)].[BC(e)].B.[BC(e)].C(t).[BC(e)].[BC(e)].C(e).C(e).C(e);[BC(e)].B.C(e).B.[BC(e)].[BC(t)].[BC(e)].[BC(e)].[BC(e)].[BC(e)].[BC(e)];-.B.-.B.-.B.-.B.B.B.-;C(t).-.C(e).B.C(e).[BC(e)].[BC(e)].C(e).[BC(e)].[BC(e)].C(t);C(e).C(e).C(e).B.C(e).C(t).[BC(e)].[BC(e)].[BC(e)].[BC(e)].C(e);B.-.B.B.B.-.B.B.B.B.B;[C(e)H(a1)].C(t).[C(e)H(a3)].-.[C(e)H(a1)].[C(t)H(a3)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a3)].[C(e)H(a1)].[C(e)H(a1)];-.B.-.B.-.B.B.-.-.-.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.B.B.-.B.-.-.B;-.B.-.-.B.B.-.-.B.-.B;B.B.-.-.-.B.B.B.B.B.-;-.-.H(d3).-.H(d1).H(d1).-.-.-.-.-;B.B.B.B.B.-.B.-.B.B.-;B.B.-.-.-.B.B.-.-.B.-;B.-.-.-.-.-.-.B.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.0999990348465305,C=CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,C=CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
123,129,-.B.B.-.-.-.-.-.-.B.-;B.B.B.B.-.B.B.-.B.B.-;B.B.-.-.-.-.-.-.-.B.-;-.B.B.B.-.-.-.-.-.B.-;B.B.B.B.-.-.-.B.-.B.B;B.B.B.B.B.B.B.B.B.B.B;C(t).-.-.-.B.B.-.B.-.B.B;[BC(t)].B.B.B.B.B.B.B.-.B.-;[BC(t)].B.B.B.B.B.B.B.B.B.-;-.-.B.B.-.B.B.B.-.B.-;[BC(t)].B.B.B.-.-.-.-.-.B.B;[BC(t)P(t)].B.-.-.-.-.-.B.-.-.-;C(p).-.-.-.-.H(d3).-.H(d1).H(d2).-.H(d2);[C(e)P(t)].-.-.-.-.-.-.-.-.-.-;[C(e)P(t)].-.-.-.-.-.-.-.-.-.-;[C(t)S(+)].-.B.B.-.-.-.-.B.B.B;B.-.-.B.-.-.-.B.B.B.B;H(a3).H(a3).-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5.200000237109354,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12
124,130,-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.H(d3).H(d2).H(d2).H(d1).H(d2).H(d2).-;-.-.B.-.-.-.-.-.-.-.-;-.B.B.B.B.-.-.B.B.-.B;-.B.-.B.B.-.B.B.B.B.B;B.B.B.B.-.-.-.-.-.-.B;B.B.B.B.-.-.-.-.-.-.-;B.B.B.-.-.-.-.-.-.-.-;[BP(o)].-.C(p).-.P(t).-.-.-.-.-.-;[BP(o)].-.C(p).-.[BP(t)].-.-.-.-.-.-;[BP(o)].B.-.-.[BP(t)].-.-.-.-.-.-;[BP(o)].B.-.-.P(t).-.-.-.-.-.-;[BP(o)].-.-.-.-.-.-.-.-.-.-;[BP(o)].-.-.-.-.-.-.-.-.-.-;H(a3).H(a3).H(a1).H(a2).-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.-.-;B.B.-.B.-.-.-.-.-.B.B;B.B.B.B.-.-.B.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.B.B.-.B.B.-.B;-.-.-.-.B.-.-.B.-.-.-;[BC(e)].B.B.-.B.-.-.-.-.B.B;[BC(e)].B.-.-.B.-.B.B.B.B.B;C(e).B.-.-.B.B.B.B.B.B.B;[BC(t)].-.B.-.B.B.-.B.B.-.B;[BC(t)].-.-.B.B.-.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5.40000018605658,N#Cc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1,N#Cc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1
125,131,[BP(t)].B.B.-.B.-.B.B.-.B.B;B.B.B.-.-.-.B.B.-.-.-;B.-.-.-.-.-.-.B.-.B.-;-.B.[BC(p)].-.-.B.-.-.-.B.-;B.B.B.B.B.-.-.B.-.B.B;-.-.-.-.-.-.-.-.-.-.-;[BP(o)].B.B.-.-.-.-.B.B.[BP(t)].[BP(t)];[BP(t)].B.B.-.B.-.B.B.B.B.-;[BP(t)].-.-.-.-.-.B.-.-.-.-;-.B.[BC(t)].C(p).[BC(t)].[BC(p)].[BC(t)].C(t).-.B.B;B.B.[BC(p)].[BC(t)].[BC(t)].[BC(p)].[BC(t)].[BC(p)].-.[BC(p)].[BC(e)];B.B.[BC(p)].[BC(t)].C(p).C(p).C(p).C(t).-.C(p).[BC(t)];-.B.[BC(p)].C(t).[BC(p)].C(p).[BC(p)].[BC(t)].B.C(p).[BC(t)];B.B.[BC(p)].C(t).[BC(p)].[BC(p)].[BC(p)].[BC(p)].B.[BC(p)].[BC(t)];B.B.[BC(p)].C(t).[BC(t)].[BC(p)].[BC(t)].C(p).-.C(p).[BC(e)];-.-.-.-.-.-.-.-.-.-.-;[BS(+)].[BS(+)].[BS(+)].[BS(+)].[BS(+)].[BS(+)].[BS(+)].B.S(+).[BS(+)].[BS(+)];[H(a3)H(d2)].H(d1).[H(a2)H(d1)].[H(a3)H(d2)].[H(a3)H(d2)].[H(a3)H(d2)].H(d2).[H(a3)H(d2)].[H(a3)H(d2)].[H(a3)H(d2)].[H(a3)H(d1)];-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.0999990348465305,O=C(O)c1cc2c(-c3ccccc3)cncc2s1,O=C(O)c1cc2c(-c3ccccc3)cncc2s1
126,133,-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.B.B.-.B.B.-.-;-.H(d2).H(d3).-.H(d3).H(d3).-.H(d3).-.-.-;-.-.B.B.B.-.-.B.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.H(d2).H(d1).H(d2).H(d2).H(d2).H(d2).H(d2).H(d2).H(d1).H(d2);-.B.B.B.B.B.-.-.B.-.-;-.-.B.-.-.B.-.B.B.B.B;B.B.B.-.-.B.B.-.B.B.B;B.B.-.-.-.B.-.-.B.B.-;B.B.B.B.B.B.-.B.B.B.-;-.B.B.B.B.-.-.B.B.B.-;[BC(t)P(o)].-.-.-.-.B.-.-.-.-.[BC(t)];[BC(t)P(o)].-.-.-.-.B.-.-.-.B.B;[BC(t)P(o)].-.-.-.-.C(e).-.-.-.B.B;[BC(t)P(o)].-.-.-.-.C(e).-.B.B.-.[BC(e)];[BC(t)P(o)].C(e).-.B.-.C(e).B.-.B.-.C(e);[C(t)P(o)].-.-.B.-.C(e).B.-.-.-.C(e);B.B.-.-.-.-.-.-.B.-.-;B.-.B.B.B.-.-.-.B.B.-;-.-.-.-.-.-.C(p).-.-.-.-;-.-.-.-.-.-.C(p).-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.-.-.B.-.-.-.B;-.B.-.B.-.B.B.-.B.-.-;B.B.B.B.B.-.B.-.B.-.B;B.B.B.-.C(e).B.B.B.B.B.B;-.B.B.-.C(e).B.-.-.B.B.B;B.B.B.B.B.B.-.-.B.-.-;B.B.-.B.B.B.-.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.399996913372259,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1
127,134,-.H(a2).-.H(a2).-.-.-.-.-.-.-;[BP(o)].[BC(t)P(o)].[C(t)P(o)].[C(t)P(o)].[BP(f)].[BP(t)].[BP(t)].[BP(o)].P(o).P(f).P(t);[H(d2)P(o)].[C(t)P(o)].[C(t)H(d2)P(o)].[C(t)P(o)].[H(d2)P(f)].P(t).P(t).P(o).P(o).P(f).P(t);[BP(o)].[C(t)P(o)].[C(t)P(o)].[C(t)P(o)].P(f).P(t).P(t).P(o).P(o).[BP(f)].P(t);[BC(p)P(o)].[BC(p)C(t)P(o)].[BC(p)C(t)P(o)].[BC(t)P(o)].[C(p)P(f)].[BC(t)P(t)].[C(t)P(t)].[C(p)P(o)].[BC(p)P(o)].[BC(p)P(f)].[BC(t)P(t)];[BP(o)].[BC(t)P(o)].[BC(t)P(o)].[BC(t)P(o)].[BP(f)].[BP(t)].[BP(t)].[BP(o)].[BP(o)].[BP(f)].[BP(t)];[BC(p)P(f)].[BC(p)P(f)].[BC(p)P(f)].[BC(p)P(o)S(+)].[BC(p)P(f)].[BC(p)P(t)].[C(p)P(t)].[BC(p)P(f)].[BC(p)P(o)].[BC(p)P(f)].[C(p)P(o)];-.H(a2).-.H(a3).H(a3).-.H(a2).-.-.-.H(a2);[BP(f)].[BP(f)].[BP(f)].[BP(f)].[BP(o)].P(t).P(t).[BP(f)].[BP(f)].[BP(o)].P(o);[BC(p)P(o)].[BP(o)].[BP(o)].[BP(f)].[BP(o)].P(t).P(o).[BP(o)].[BP(f)].[BP(o)].P(o);[BC(p)P(o)].P(o).P(o).P(f).[BP(o)].-.B.[BP(o)].[BP(f)].[BP(o)].[BP(o)];H(a3).H(a3).-.H(a3).-.-.-.-.-.-.-;[BC(t)P(o)].[BP(o)].P(o).[BP(f)].[BP(o)].-.-.P(o).[BP(f)].P(o).P(o);[BP(o)].[BP(f)].[BP(o)].[BP(f)].[BP(o)].P(t).P(o).P(o).[BP(f)].[BP(o)].P(o);-.-.-.-.-.-.-.-.-.-.-;[BP(o)].[BP(f)].[BP(f)].[BP(f)].[BP(o)].P(t).P(t).[BP(f)].[BP(f)].[BP(o)].P(o);P(o).P(f).P(f).P(o).P(o).P(t).P(t).P(o).P(o).P(f).P(o);-.-.-.-.-.B.-.-.-.B.-;-.-.-.-.B.-.-.-.-.-.-;-.-.B.-.B.-.-.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.B.B.B.B.-.-.B;B.-.-.-.B.B.-.-.-.-.-;B.B.-.B.B.B.B.B.B.B.B;B.B.B.B.B.B.B.B.B.B.B;B.B.B.B.B.B.B.B.B.B.B;B.B.B.B.B.-.B.B.B.-.B;B.B.-.-.-.-.-.-.-.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.900008766455316,O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1,O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1
128,135,-.-.-.-.-.H(a3).-.-.-.-.-;B.B.B.B.B.B.-.B.-.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.-.-.-.-;B.B.B.B.-.B.B.B.-.B.B;B.-.B.B.-.B.B.B.-.B.-;B.-.-.B.B.-.B.B.-.-.B;B.B.-.B.B.-.B.-.-.-.-;B.-.-.-.B.B.-.B.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.-.B.B.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;[BC(t)].B.-.B.B.P(o).-.P(o).-.B.-;[BC(e)].B.-.B.-.[BP(o)].-.P(o).B.-.-;C(e).B.[BP(t)].B.[BP(t)].[BP(o)].[BP(t)].P(o).B.-.-;[C(e)H(a2)].-.P(t).-.P(t).P(o).P(t).P(o).-.-.-;[BC(e)].B.-.B.[BP(t)].[BP(o)].-.P(o).-.-.[BP(t)];[BC(e)].B.-.B.B.P(o).-.P(o).-.-.[BP(t)];-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.0999990348465305,O=c1[nH]c2sccc2c2nc(-c3ccncc3)nn12,O=c1[nH]c2sccc2c2nc(-c3ccncc3)nn12
129,136,-.-.-.-.H(d3).H(d2).-.-.-.-.-;B.-.-.B.B.-.-.B.B.[BP(o)].[BP(o)];B.[BP(o)].-.B.B.-.[BC(e)].B.B.[BP(o)].[BC(e)P(o)];B.B.-.-.B.C(p).[BC(e)].-.[BC(e)].[BP(o)].[BC(e)P(o)];B.B.-.-.B.-.C(e).-.B.[BP(o)].C(e);-.-.-.-.H(a3).H(a3).C(e).H(a3).C(e).-.[C(e)H(a2)];-.-.-.-.-.-.-.-.-.-.C(e);B.-.-.B.-.-.-.B.B.B.[BC(e)];-.-.-.-.-.-.-.-.-.-.C(e);-.-.-.-.-.-.-.-.-.P(o).C(e);B.-.-.B.B.B.-.-.-.B.B;B.B.B.-.-.B.-.B.B.-.-;-.B.B.B.B.B.B.-.B.B.B;B.B.B.B.B.B.B.-.B.B.B;B.B.B.B.B.B.B.-.B.B.B;B.B.B.B.B.B.B.-.B.B.B;B.B.B.B.B.-.-.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;[BP(f)].-.C(t).-.-.-.C(t).-.-.-.P(t);[BP(f)].-.C(t).B.-.-.[C(t)P(t)].-.P(t).-.P(t);[BP(f)].-.C(t).-.-.-.[C(t)P(t)].-.[BP(t)].[BP(t)].[BP(t)];[BP(f)].-.-.-.-.-.P(t).-.P(t).-.P(o);[BP(f)].-.-.-.-.-.C(t).-.B.B.P(o);[BP(f)].-.C(t).-.-.-.C(t).-.-.B.P(t);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,6.799998134593398,Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1
